from_id;to_id;walk_t;walk_d;pt_m_tt;pt_m_t;pt_m_d;car_m_t;car_m_d
5863215;5785643;328;22976;161;136;36296;46;23646
5863216;5785643;347;24275;170;145;35985;45;23524
5863217;5785643;345;24122;168;143;35833;44;24555
5863218;5785643;338;23681;161;136;35391;44;24325
5863219;5785643;337;23602;154;132;35075;45;24270
5863220;5785643;345;24163;168;148;37606;46;24483
5863221;5785643;350;24497;171;149;37701;45;25264
5863222;5785643;355;24885;164;137;36851;48;25985
5863223;5785643;355;24856;164;139;36956;52;26644
5863224;5785643;358;25093;170;142;37193;57;26919
5863225;5785643;365;25579;171;149;37679;50;26720
5863226;5785643;372;26073;177;164;41320;52;26941
5863227;5785643;377;26407;180;162;52292;53;27427
5863228;5785643;381;26690;180;166;52575;56;27620
5863229;5785643;386;27017;185;171;52902;55;29622
5863230;5785643;398;27885;200;174;40483;55;29622
5863231;5785643;397;27778;201;174;40464;55;29782
5863232;5785643;-1;-1;-1;-1;-1;55;29782
5863233;5785643;410;28698;208;189;55928;58;31114
5863234;5785643;409;28597;206;180;45850;58;31114
5863235;5785643;413;28938;208;192;56168;58;31114
5863236;5785643;-1;-1;-1;-1;-1;59;31496
5864955;5785643;485;33959;218;196;53870;72;47126
5864956;5785643;488;34136;218;197;53944;79;47584
5864957;5785643;-1;-1;-1;-1;-1;76;47207
5864958;5785643;-1;-1;-1;-1;-1;75;47141
5864959;5785643;541;37887;218;198;53474;76;47410
5864960;5785643;543;37983;218;200;53570;77;47527
5864961;5785643;484;33854;228;192;50306;82;45175
5864962;5785643;-1;-1;-1;-1;-1;77;43558
5864963;5785643;482;33725;219;176;48592;74;42787
5864964;5785643;478;33468;219;172;47820;74;42598
5864965;5785643;474;33185;223;184;48145;77;42736
5864966;5785643;475;33265;223;185;48226;78;42471
5864967;5785643;474;33159;223;183;48119;72;42020
5864968;5785643;468;32742;228;189;48496;70;40805
5864969;5785643;472;33052;228;193;48807;71;41050
5864970;5785643;479;33515;232;199;49219;71;41162
5864971;5785643;467;32678;237;204;48574;71;41162
5864972;5785643;461;32283;232;198;48180;70;40623
5864973;5785643;464;32469;237;201;48365;70;40705
5864974;5785643;-1;-1;-1;-1;-1;67;39763
5864975;5785643;-1;-1;-1;-1;-1;67;39763
5864976;5785643;-1;-1;-1;-1;-1;67;39492
5864977;5785643;466;32631;259;227;48754;73;39969
5864978;5785643;471;32999;262;232;49121;77;42762
5864979;5785643;480;33622;265;241;49744;75;42921
5864980;5785643;471;32985;262;232;49108;78;43069
5864981;5785643;467;32723;262;228;48845;79;43325
5864982;5785643;469;32837;262;230;48959;80;43352
5864983;5785643;-1;-1;-1;-1;-1;77;43292
5864984;5785643;346;24225;223;195;38560;62;35584
5864985;5785643;339;23698;224;205;39241;61;35494
5864986;5785643;334;23353;219;206;39321;63;35939
5864987;5785643;335;23441;221;210;39616;63;33006
5864988;5785643;322;22513;207;192;36543;61;32637
5864989;5785643;324;22665;207;189;36335;63;32511
5864990;5785643;320;22373;204;183;35944;62;32075
5864991;5785643;317;22162;204;180;35733;62;31854
5864992;5785643;315;22017;202;178;35588;60;31465
5864993;5785643;303;21211;202;175;35372;62;31687
5864994;5785643;305;21367;204;180;35691;64;31867
5864995;5785643;-1;-1;-1;-1;-1;59;30327
5864996;5785643;282;19757;183;155;33393;58;30705
5864997;5785643;279;19533;177;152;33168;59;30738
5864998;5785643;280;19583;183;154;33331;60;30032
5864999;5785643;-1;-1;-1;-1;-1;59;29535
5865000;5785643;-1;-1;-1;-1;-1;58;29293
5865001;5785643;270;18866;197;166;32007;54;28462
5865002;5785643;268;18753;195;165;31894;53;27954
5865003;5785643;264;18470;195;161;31611;57;28358
5865004;5785643;260;18208;174;153;30780;53;27183
5865005;5785643;257;17961;172;149;30532;52;27012
5865006;5785643;258;18084;171;148;30442;52;26568
5865007;5785643;263;18424;171;146;29675;51;26279
5865008;5785643;261;18305;171;141;29314;52;25834
5865009;5785643;265;18540;171;141;29073;49;25562
5865010;5785643;270;18912;171;145;29361;49;25625
5865011;5785643;280;19627;171;146;28759;48;25389
5865012;5785643;281;19643;171;147;28775;51;25478
5865013;5785643;283;19842;177;150;28975;53;25194
5865014;5785643;-1;-1;-1;-1;-1;47;24770
5865015;5785643;-1;-1;-1;-1;-1;53;24388
5865016;5785643;-1;-1;-1;-1;-1;51;23274
5865017;5785643;230;16128;162;147;24205;48;23459
5865018;5785643;234;16405;172;151;24481;46;22908
5865019;5785643;238;16657;174;155;24734;49;23190
5865020;5785643;-1;-1;-1;-1;-1;55;25313
5865021;5785643;211;14798;139;118;22184;47;20208
5865022;5785643;208;14541;137;115;21923;44;19994
5865023;5785643;202;14151;127;106;21355;42;19583
5865024;5785643;205;14330;122;104;21196;42;19345
5865025;5785643;212;14852;117;99;20864;41;19020
5865026;5785643;215;15033;117;102;21045;43;19391
5865027;5785643;206;14413;117;98;20504;43;18626
5865028;5785643;185;12964;126;96;16845;39;15421
5865029;5785643;185;12927;116;103;19924;37;15426
5865030;5785643;181;12694;114;102;20106;38;17128
5865031;5785643;182;12723;119;86;16675;38;15420
5865032;5785643;183;12837;120;88;16829;38;15429
5865033;5785643;177;12410;108;84;17994;39;15029
5865034;5785643;175;12220;113;87;18212;36;14720
5865035;5785643;176;12319;113;87;17863;38;15041
5865036;5785643;-1;-1;-1;-1;-1;43;19349
5865037;5785643;227;15864;129;106;18472;39;18458
5865038;5785643;224;15646;129;102;18244;38;18098
5865039;5785643;225;15777;129;104;18375;41;18412
5865040;5785643;229;16026;124;102;18693;40;18140
5865041;5785643;226;15807;124;99;18475;39;18420
5865042;5785643;229;16038;124;102;18688;40;18735
5865043;5785643;244;17102;130;106;19692;40;19106
5865044;5785643;246;17229;135;108;19820;44;19631
5865045;5785643;258;18079;153;130;22835;42;19594
5865046;5785643;251;17579;153;123;22336;43;19603
5865047;5785643;247;17298;144;119;22054;42;19320
5865048;5785643;249;17445;153;123;22332;43;19393
5865049;5785643;253;17744;153;127;22630;45;19778
5865050;5785643;259;18134;154;133;23020;45;20200
5865051;5785643;298;20873;153;126;23436;43;24991
5865052;5785643;298;20853;153;126;23416;43;24703
5865053;5785643;290;20282;142;118;22846;41;24403
5865054;5785643;291;20368;144;119;22931;42;24460
5865055;5785643;285;19978;140;114;22542;39;23560
5865056;5785643;292;20443;140;117;22973;39;23437
5865057;5785643;298;20831;151;125;23980;40;22725
5865058;5785643;293;20483;149;131;27883;38;22251
5865059;5785643;291;20349;153;130;24311;37;21821
5865060;5785643;285;19932;153;134;24564;39;21699
5865061;5785643;272;19027;165;147;25463;35;20974
5865062;5785643;277;19405;151;133;25147;35;20806
5865063;5785643;281;19702;149;132;29992;37;20795
5865064;5785643;285;19937;157;137;29947;37;21318
5865065;5785643;287;20122;157;135;29826;39;21246
5865066;5785643;293;20501;157;135;31356;39;22093
5865067;5785643;296;20708;157;135;31326;42;22343
5865068;5785643;295;20655;153;133;31185;39;21214
5865069;5785643;300;20997;153;132;31139;42;22848
5865070;5785643;301;21076;153;135;32650;40;23108
5865071;5785643;304;21302;151;132;32408;42;23546
5865072;5785643;308;21590;153;133;32333;43;24053
5865073;5785643;314;21969;157;136;32543;43;24212
5865074;5785643;318;22254;157;137;32287;43;24350
5865075;5785643;320;22377;157;139;31856;48;25376
5865076;5785643;322;22520;162;145;32526;47;25307
5865077;5785643;335;23480;168;146;37304;47;24188
5865078;5785643;334;23362;165;144;37186;44;23760
5865079;5785643;330;23128;161;141;36952;46;23743
5865080;5785643;-1;-1;-1;-1;-1;45;25207
5865081;5785643;348;24375;171;146;36086;45;25004
5865082;5785643;344;24049;168;142;35759;46;24758
5865083;5785643;344;24062;168;142;35772;46;24475
5865084;5785643;344;24087;156;128;34809;45;24606
5865085;5785643;343;23996;154;130;34940;45;24641
5865086;5785643;361;25244;170;142;36337;46;25630
5865087;5785643;358;25081;164;140;37047;54;25779
5865088;5785643;363;25383;168;143;36438;49;26021
5865089;5785643;362;25367;168;146;37467;49;26044
5865090;5785643;363;25428;171;147;37528;49;26389
5865091;5785643;375;26278;177;161;42093;50;26862
5865092;5785643;378;26493;180;162;52285;52;27216
5865093;5785643;385;26916;185;169;52801;55;27533
5865094;5785643;405;28329;191;171;40267;61;30002
5865095;5785643;401;28069;191;170;40199;62;30110
5865096;5785643;405;28351;191;171;40246;55;29782
5865097;5785643;-1;-1;-1;-1;-1;55;29613
5865098;5785643;425;29755;201;177;40707;58;31114
5865099;5785643;411;28785;201;178;41384;58;31114
5865100;5785643;415;29045;209;194;56275;58;31114
5865101;5785643;448;31366;213;189;41010;59;31503
5865102;5785643;449;31403;213;190;41047;59;31615
5866818;5785643;489;34208;213;193;53619;78;47436
5866819;5785643;492;34428;213;190;53448;77;47450
5866820;5785643;497;34808;213;190;53448;74;47077
5866821;5785643;535;37422;213;192;53009;74;46979
5866822;5785643;539;37728;218;196;53315;73;47216
5866823;5785643;540;37786;218;197;53373;75;47373
5866824;5785643;543;37982;218;200;53569;78;47768
5866825;5785643;-1;-1;-1;-1;-1;77;42925
5866826;5785643;484;33879;219;173;47898;74;42757
5866827;5785643;480;33575;214;169;47594;74;42361
5866828;5785643;470;32927;219;176;47587;73;42291
5866829;5785643;467;32715;219;177;47676;76;42307
5866830;5785643;462;32343;223;183;48098;72;42013
5866831;5785643;469;32830;228;190;48584;70;40802
5866832;5785643;474;33210;228;195;48965;71;41050
5866833;5785643;477;33360;232;197;49114;71;41162
5866834;5785643;456;31889;228;193;47786;71;41162
5866835;5785643;454;31780;228;191;47677;70;40601
5866836;5785643;-1;-1;-1;-1;-1;70;40705
5866837;5785643;-1;-1;-1;-1;-1;71;40947
5866838;5785643;-1;-1;-1;-1;-1;71;40928
5866839;5785643;-1;-1;-1;-1;-1;79;42275
5866840;5785643;465;32564;259;226;48686;76;42056
5866841;5785643;468;32779;262;229;48902;76;42685
5866842;5785643;459;32101;246;219;48223;74;42438
5866843;5785643;458;32043;246;219;48166;76;42827
5866844;5785643;465;32572;259;226;48695;76;43124
5866845;5785643;464;32498;255;225;48621;78;43247
5866846;5785643;-1;-1;-1;-1;-1;77;43308
5866847;5785643;343;24001;224;199;38806;61;35295
5866848;5785643;339;23730;226;201;38982;63;35606
5866849;5785643;338;23679;224;207;39380;66;36099
5866850;5785643;332;23232;216;187;36256;66;33061
5866851;5785643;327;22906;207;191;36477;63;32712
5866852;5785643;322;22561;204;186;36132;62;32347
5866853;5785643;319;22363;204;183;35934;62;32145
5866854;5785643;316;22087;202;179;35658;61;31778
5866855;5785643;311;21737;200;174;35308;59;31425
5866856;5785643;307;21498;198;172;35145;60;31234
5866857;5785643;312;21823;198;171;35096;61;31144
5866858;5785643;-1;-1;-1;-1;-1;59;30336
5866859;5785643;286;20002;195;161;33638;58;30712
5866860;5785643;285;19927;189;157;33562;57;30534
5866861;5785643;301;21093;198;172;49589;57;29841
5866862;5785643;304;21262;198;175;49758;56;29314
5866863;5785643;294;20549;200;176;46854;57;29163
5866864;5785643;268;18769;195;165;31910;55;29034
5866865;5785643;265;18517;195;161;31658;56;28345
5866866;5785643;265;18537;195;161;31678;57;28303
5866867;5785643;262;18311;174;157;45898;53;27243
5866868;5785643;262;18325;174;153;45614;52;26942
5866869;5785643;263;18385;174;153;45656;52;27005
5866870;5785643;266;18608;172;150;29949;52;26533
5866871;5785643;265;18542;171;148;29793;50;25894
5866872;5785643;268;18755;171;143;29204;49;25667
5866873;5785643;269;18861;171;144;28795;51;25278
5866874;5785643;277;19380;171;143;28512;49;25162
5866875;5785643;278;19430;171;144;28562;48;24781
5866876;5785643;280;19593;171;146;28717;51;25029
5866877;5785643;-1;-1;-1;-1;-1;53;24676
5866878;5785643;-1;-1;-1;-1;-1;49;22937
5866879;5785643;255;17839;172;150;28239;48;23046
5866880;5785643;254;17805;172;149;28205;48;23037
5866881;5785643;238;16639;174;157;28768;47;22771
5866882;5785643;240;16834;174;155;25942;50;23228
5866883;5785643;-1;-1;-1;-1;-1;46;22952
5866884;5785643;214;14957;148;121;22343;-1;-1
5866885;5785643;213;14878;143;119;22260;46;20065
5866886;5785643;217;15174;148;124;22556;43;19595
5866887;5785643;208;14536;117;101;20996;41;19222
5866888;5785643;210;14679;115;97;20691;41;18953
5866889;5785643;206;14406;115;94;20508;41;18625
5866890;5785643;203;14193;115;95;20283;41;18467
5866891;5785643;200;13979;117;99;20551;39;18063
5866892;5785643;195;13665;115;99;19705;39;17777
5866893;5785643;194;13563;112;97;19493;38;17623
5866894;5785643;195;13675;112;95;19346;41;17946
5866895;5785643;183;12823;113;86;18435;37;15383
5866896;5785643;181;12666;108;85;18401;39;15582
5866897;5785643;178;12494;113;88;18326;36;15029
5866898;5785643;181;12643;113;90;18476;39;15300
5866899;5785643;224;15697;137;115;21452;40;19093
5866900;5785643;222;15560;127;107;18582;40;18600
5866901;5785643;229;16052;143;121;21883;40;18813
5866902;5785643;229;16021;139;110;18652;40;18570
5866903;5785643;230;16091;129;103;18758;40;18859
5866904;5785643;230;16074;129;103;18741;44;20173
5866905;5785643;231;16154;129;103;19286;44;19310
5866906;5785643;234;16376;124;99;19005;40;19005
5866907;5785643;238;16661;124;100;19289;41;19326
5866908;5785643;242;16933;124;100;19620;41;19568
5866909;5785643;254;17755;153;125;22511;45;19902
5866910;5785643;258;18047;140;111;20661;44;19517
5866911;5785643;254;17798;140;113;21654;43;19651
5866912;5785643;269;18800;135;108;21414;43;19865
5866913;5785643;265;18583;129;105;21197;44;20165
5866914;5785643;297;20778;153;125;23342;44;26096
5866915;5785643;294;20557;148;122;23120;43;24695
5866916;5785643;291;20386;144;119;22949;42;24377
5866917;5785643;284;19891;140;112;22454;41;25261
5866918;5785643;283;19796;140;111;22359;43;25228
5866919;5785643;289;20211;142;117;23363;40;23306
5866920;5785643;292;20463;144;120;23615;39;22973
5866921;5785643;294;20602;153;126;24490;41;23349
5866922;5785643;289;20199;153;131;24345;38;21965
5866923;5785643;281;19687;157;136;24747;36;21434
5866924;5785643;281;19653;157;140;25028;36;21155
5866925;5785643;281;19686;151;129;24825;35;20708
5866926;5785643;284;19900;151;130;25245;37;20841
5866927;5785643;292;20406;153;134;26420;37;21831
5866928;5785643;289;20197;153;132;29587;37;21200
5866929;5785643;291;20356;153;131;31107;36;21377
5866930;5785643;295;20674;153;131;31095;41;21935
5866931;5785643;299;20963;153;130;30980;40;22709
5866932;5785643;301;21055;153;128;30896;39;22639
5866933;5785643;305;21354;153;130;31027;41;23575
5866934;5785643;307;21462;151;133;32496;43;23777
5866935;5785643;310;21703;151;131;32169;42;23754
5866936;5785643;315;22045;153;132;31939;42;23977
5866937;5785643;318;22263;153;137;31961;43;24378
5866938;5785643;324;22675;157;139;32168;46;24984
5866939;5785643;327;22888;157;140;31931;50;25426
5866940;5785643;340;23833;174;151;37789;47;24307
5866941;5785643;336;23531;168;147;37355;44;24282
5866942;5785643;334;23404;165;145;37229;46;24081
5866943;5785643;351;24603;176;150;36313;45;25180
5866944;5785643;349;24409;171;147;36119;47;25120
5866945;5785643;367;25687;168;146;35039;51;26793
5866946;5785643;351;24544;164;135;35266;48;25333
5866947;5785643;346;24212;156;130;34933;45;24735
5866948;5785643;345;24182;156;131;35032;45;24757
5866949;5785643;354;24798;164;138;36066;45;25126
5866950;5785643;356;24937;164;137;36000;50;25518
5866951;5785643;359;25116;164;139;36170;48;25782
5866952;5785643;363;25393;168;143;36447;48;26023
5866953;5785643;367;25721;168;148;36775;49;26315
5866954;5785643;373;26087;177;159;41960;50;26779
5866955;5785643;381;26687;180;165;52480;54;27338
5866956;5785643;388;27168;185;166;39774;58;29670
5866957;5785643;388;27142;180;165;39714;57;29553
5866958;5785643;400;27992;185;166;39887;58;29864
5866959;5785643;404;28251;191;169;40146;60;30104
5866960;5785643;411;28801;191;169;40122;61;30053
5866961;5785643;418;29257;191;170;40208;64;31513
5866962;5785643;415;29034;201;176;40646;65;31615
5866963;5785643;446;31219;213;187;40863;58;31079
5866964;5785643;444;31051;213;185;40694;59;31503
5866965;5785643;447;31305;213;188;40949;59;31615
5868680;5785643;493;34496;216;194;53742;75;47228
5868681;5785643;494;34603;212;188;53289;74;47213
5868682;5785643;496;34734;208;185;53061;74;47082
5868683;5785643;532;37252;212;189;52839;73;46777
5868684;5785643;541;37898;218;199;53485;72;46903
5868685;5785643;542;37907;218;199;53494;72;46706
5868686;5785643;543;38020;218;200;53607;77;47723
5868687;5785643;539;37714;218;196;53301;71;46097
5868688;5785643;547;38285;225;196;50863;70;46042
5868689;5785643;477;33409;219;173;47883;72;42082
5868690;5785643;471;33003;219;171;47279;73;41899
5868691;5785643;466;32628;219;172;47364;76;42104
5868692;5785643;459;32148;219;179;47818;71;41340
5868693;5785643;455;31877;223;182;48042;76;41227
5868694;5785643;454;31811;223;188;48482;76;41398
5868695;5785643;448;31330;223;185;47227;77;41581
5868696;5785643;450;31496;223;187;47393;70;40631
5868697;5785643;454;31813;228;191;47709;70;40601
5868698;5785643;-1;-1;-1;-1;-1;70;40705
5868699;5785643;-1;-1;-1;-1;-1;71;40936
5868700;5785643;-1;-1;-1;-1;-1;77;41401
5868701;5785643;-1;-1;-1;-1;-1;77;42171
5868702;5785643;467;32661;262;227;48784;75;42025
5868703;5785643;464;32468;255;225;48590;74;42558
5868704;5785643;453;31730;242;214;47853;74;42323
5868705;5785643;455;31829;242;216;47952;75;42568
5868706;5785643;459;32118;246;220;48241;75;42837
5868707;5785643;464;32466;255;225;48589;76;43185
5868708;5785643;466;32648;259;227;48770;78;43408
5868709;5785643;346;24195;224;203;39114;60;35140
5868710;5785643;346;24212;224;203;39130;60;34912
5868711;5785643;351;24552;224;208;39470;63;35119
5868712;5785643;334;23402;217;198;36973;67;35473
5868713;5785643;337;23623;217;201;37194;66;32777
5868714;5785643;326;22812;207;190;36383;65;32584
5868715;5785643;-1;-1;-1;-1;-1;66;32413
5868716;5785643;-1;-1;-1;-1;-1;64;31974
5868717;5785643;314;21959;202;177;35530;62;31563
5868718;5785643;308;21590;198;168;34862;59;30969
5868719;5785643;307;21475;197;166;34747;59;30772
5868720;5785643;296;20738;183;155;34073;57;30186
5868721;5785643;288;20141;195;165;34629;56;29862
5868722;5785643;299;20925;198;170;49421;56;29773
5868723;5785643;298;20850;198;169;49346;58;29774
5868724;5785643;304;21306;198;175;49801;56;29326
5868725;5785643;290;20284;189;173;46589;55;28944
5868726;5785643;293;20508;200;175;46813;57;28661
5868727;5785643;268;18764;195;165;31905;57;28475
5868728;5785643;-1;-1;-1;-1;-1;56;28228
5868729;5785643;266;18592;177;159;46058;53;27753
5868730;5785643;265;18518;174;153;45198;53;27735
5868731;5785643;268;18764;177;159;46036;53;27566
5868732;5785643;268;18745;172;152;30066;54;26971
5868733;5785643;272;19067;177;149;29602;50;25878
5868734;5785643;271;18996;171;148;29531;51;25963
5868735;5785643;279;19497;171;147;29014;49;25490
5868736;5785643;276;19292;171;144;28809;50;25386
5868737;5785643;275;19237;171;141;28362;47;24717
5868738;5785643;278;19494;171;144;28618;50;24889
5868739;5785643;273;19083;171;147;28019;51;24528
5868740;5785643;-1;-1;-1;-1;-1;48;22868
5868741;5785643;253;17691;171;148;28091;46;22754
5868742;5785643;252;17622;171;147;28022;48;22856
5868743;5785643;241;16903;172;149;25526;47;22506
5868744;5785643;245;17116;172;150;25608;50;22644
5868745;5785643;219;15341;149;126;22727;52;23315
5868746;5785643;216;15142;148;123;22529;-1;-1
5868747;5785643;221;15499;149;128;22882;-1;-1
5868748;5785643;217;15209;148;124;22591;43;19522
5868749;5785643;212;14857;127;106;21317;43;19580
5868750;5785643;227;15912;148;122;21669;44;19707
5868751;5785643;216;15088;119;103;21100;41;18678
5868752;5785643;204;14287;115;95;20320;42;18582
5868753;5785643;200;13967;117;98;20007;40;18107
5868754;5785643;196;13729;115;99;19769;39;17967
5868755;5785643;189;13262;111;94;19332;37;17338
5868756;5785643;192;13449;112;91;19089;41;16032
5868757;5785643;188;13140;111;87;18786;38;15682
5868758;5785643;186;13016;113;88;18905;38;15588
5868759;5785643;216;15112;127;106;20881;39;15790
5868760;5785643;213;14938;122;104;20707;41;18619
5868761;5785643;223;15626;137;114;21382;41;19094
5868762;5785643;218;15275;130;108;20722;40;18855
5868763;5785643;223;15616;137;114;21446;40;18998
5868764;5785643;224;15667;137;115;21500;40;18843
5868765;5785643;235;16416;135;108;19083;41;19607
5868766;5785643;231;16165;129;104;22826;42;19989
5868767;5785643;239;16765;129;105;19427;41;19416
5868768;5785643;237;16584;124;102;19244;43;19258
5868769;5785643;240;16771;124;102;19433;41;19465
5868770;5785643;244;17052;124;102;19749;43;19803
5868771;5785643;247;17288;129;104;20309;42;19941
5868772;5785643;249;17432;124;101;20062;42;20114
5868773;5785643;257;17984;129;103;20645;44;20656
5868774;5785643;259;18142;129;105;20785;43;20651
5868775;5785643;261;18258;124;102;20945;43;25727
5868776;5785643;265;18527;129;105;21160;42;25522
5868777;5785643;268;18789;129;105;21726;41;25302
5868778;5785643;273;19093;129;105;21711;41;25033
5868779;5785643;278;19459;129;104;22059;40;24827
5868780;5785643;281;19672;135;108;22288;40;24762
5868781;5785643;286;19989;140;113;23142;42;23513
5868782;5785643;296;20738;153;124;23890;41;23359
5868783;5785643;298;20871;153;125;24421;38;22762
5868784;5785643;294;20610;148;122;24160;39;21636
5868785;5785643;291;20336;148;121;24120;39;21612
5868786;5785643;290;20303;153;123;24424;36;21303
5868787;5785643;289;20200;153;124;24833;43;22652
5868788;5785643;289;20226;153;130;26200;38;21875
5868789;5785643;289;20200;153;129;26074;37;21521
5868790;5785643;293;20510;153;134;31272;39;21932
5868791;5785643;296;20726;153;130;26464;40;22560
5868792;5785643;296;20722;153;127;30814;39;21802
5868793;5785643;301;21091;153;125;30682;43;22096
5868794;5785643;305;21336;153;125;30669;39;22408
5868795;5785643;309;21597;153;131;31613;40;23396
5868796;5785643;311;21795;153;131;31555;42;23327
5868797;5785643;313;21924;151;131;31866;41;23721
5868798;5785643;315;22039;149;129;31668;42;24021
5868799;5785643;319;22312;151;132;31674;43;24156
5868800;5785643;324;22696;157;137;32003;44;24700
5868801;5785643;329;22998;157;142;32316;47;24961
5868802;5785643;344;24078;180;164;34854;46;24732
5868803;5785643;338;23664;168;149;37488;45;24386
5868804;5785643;364;25498;168;143;34851;44;24074
5868805;5785643;364;25448;168;143;34800;49;26574
5868806;5785643;362;25347;164;141;34700;47;26253
5868807;5785643;363;25435;168;143;34788;50;26661
5868808;5785643;353;24679;164;136;35400;46;25205
5868809;5785643;349;24442;154;128;34271;46;25095
5868810;5785643;351;24602;156;132;34569;46;25108
5868811;5785643;350;24533;156;134;35811;45;25094
5868812;5785643;353;24742;156;134;35769;47;25393
5868813;5785643;358;25054;164;138;36092;47;25722
5868814;5785643;367;25697;168;148;36751;48;26328
5868815;5785643;369;25810;168;149;36865;49;26406
5868816;5785643;373;26107;177;162;38216;51;26859
5868817;5785643;385;26968;185;169;52760;53;27746
5868818;5785643;393;27480;180;164;39644;55;29455
5868819;5785643;394;27579;180;162;39474;56;29517
5868820;5785643;399;27901;185;164;39795;56;29659
5868821;5785643;415;29020;185;165;39834;58;29964
5868822;5785643;409;28626;189;168;40029;58;29855
5868823;5785643;416;29104;191;168;40055;60;31270
5868824;5785643;419;29318;195;173;40431;63;31455
5868825;5785643;441;30899;207;181;41031;58;31322
5868826;5785643;441;30844;207;180;40975;59;31507
5868827;5785643;445;31152;213;186;40795;59;31615
5868828;5785643;-1;-1;-1;-1;-1;59;31615
5870541;5785643;514;36002;208;183;53259;75;47193
5870542;5785643;512;35857;208;182;53227;75;47280
5870543;5785643;502;35134;208;183;52952;72;46895
5870544;5785643;502;35170;208;180;52744;72;46568
5870545;5785643;528;36956;208;185;52543;71;46403
5870546;5785643;545;38127;220;194;50705;72;46474
5870547;5785643;548;38351;225;197;50930;75;46903
5870548;5785643;535;37470;213;192;53057;69;45902
5870549;5785643;544;38061;220;193;50639;70;46034
5870550;5785643;544;38105;220;194;50683;73;42076
5870551;5785643;474;33148;219;171;47252;72;41884
5870552;5785643;469;32821;214;169;47121;74;41692
5870553;5785643;462;32367;219;176;47616;76;41679
5870554;5785643;465;32541;219;179;47848;73;41023
5870555;5785643;449;31406;223;182;47064;72;41139
5870556;5785643;444;31113;219;180;46905;74;41411
5870557;5785643;442;30916;223;185;47232;76;41025
5870558;5785643;440;30812;223;188;46738;74;40869
5870559;5785643;-1;-1;-1;-1;-1;75;41028
5870560;5785643;-1;-1;-1;-1;-1;76;41350
5870561;5785643;-1;-1;-1;-1;-1;76;41274
5870562;5785643;-1;-1;-1;-1;-1;74;41712
5870563;5785643;447;31262;237;208;47385;75;42005
5870564;5785643;449;31408;237;210;47531;74;41906
5870565;5785643;449;31459;237;210;47582;75;42267
5870566;5785643;459;32164;246;220;48287;78;42711
5870567;5785643;462;32330;255;223;48452;78;43049
5870568;5785643;-1;-1;-1;-1;-1;78;43335
5870569;5785643;-1;-1;-1;-1;-1;79;43454
5870570;5785643;349;24413;224;206;39332;60;34756
5870571;5785643;351;24567;221;208;39485;60;34655
5870572;5785643;350;24516;224;208;39435;63;35057
5870573;5785643;339;23707;219;202;37278;63;35237
5870574;5785643;345;24167;221;205;37439;66;35416
5870575;5785643;346;24213;221;205;37486;63;33469
5870576;5785643;-1;-1;-1;-1;-1;61;33406
5870577;5785643;-1;-1;-1;-1;-1;62;33455
5870578;5785643;-1;-1;-1;-1;-1;60;32978
5870579;5785643;305;21375;195;165;34647;59;30850
5870580;5785643;303;21221;195;163;34494;58;30475
5870581;5785643;298;20830;183;155;34103;59;30341
5870582;5785643;293;20510;189;158;34329;56;29839
5870583;5785643;292;20457;195;162;34470;56;29603
5870584;5785643;296;20699;198;169;49374;56;29266
5870585;5785643;291;20369;189;174;46674;55;28971
5870586;5785643;287;20124;189;171;46429;55;28752
5870587;5785643;283;19830;185;166;46135;54;28418
5870588;5785643;279;19562;180;163;45867;54;28214
5870589;5785643;278;19460;180;161;45765;54;28120
5870590;5785643;271;18935;174;154;45240;53;27771
5870591;5785643;268;18786;170;152;44901;55;27461
5870592;5785643;271;18973;174;152;44932;54;27598
5870593;5785643;276;19311;177;158;45288;54;27041
5870594;5785643;275;19268;177;152;29803;52;26193
5870595;5785643;276;19312;177;152;29846;53;26268
5870596;5785643;312;21872;200;177;44339;51;25586
5870597;5785643;280;19593;171;148;29110;50;25520
5870598;5785643;279;19563;171;145;28687;49;26731
5870599;5785643;270;18924;171;146;28727;49;24409
5870600;5785643;268;18759;171;142;27695;49;24308
5870601;5785643;252;17608;171;141;27647;47;23895
5870602;5785643;250;17486;171;140;27587;46;22723
5870603;5785643;250;17474;171;145;27874;48;22838
5870604;5785643;242;16949;166;146;25300;46;22269
5870605;5785643;243;17009;166;147;25360;49;22366
5870606;5785643;226;15800;155;133;23186;47;21671
5870607;5785643;220;15413;149;127;22800;-1;-1
5870608;5785643;223;15640;149;130;23022;-1;-1
5870609;5785643;223;15608;149;130;24192;45;19651
5870610;5785643;226;15806;143;120;21564;45;19782
5870611;5785643;221;15465;137;115;21223;47;19911
5870612;5785643;220;15393;127;107;21405;44;18777
5870613;5785643;218;15284;127;106;21296;44;18776
5870614;5785643;221;15499;130;109;21511;40;18104
5870615;5785643;200;13995;115;99;20086;40;18237
5870616;5785643;199;13931;113;96;19888;45;18427
5870617;5785643;194;13596;113;92;19602;40;16134
5870618;5785643;188;13178;108;85;18701;40;16012
5870619;5785643;190;13297;113;88;18857;40;15950
5870620;5785643;207;14515;113;98;20285;41;18127
5870621;5785643;209;14632;117;100;20402;43;18510
5870622;5785643;216;15130;127;106;20886;45;19406
5870623;5785643;215;15054;125;105;20810;40;19012
5870624;5785643;217;15225;127;107;20672;42;19065
5870625;5785643;223;15583;127;105;22851;41;19232
