from_id;to_id;walk_t;walk_d;pt_m_tt;pt_m_t;pt_m_d;car_m_t;car_m_d
5940372;5785642;409;28628;173;153;37639;71;33028
5940373;5785642;417;29156;165;146;34924;70;33224
5940374;5785642;412;28851;159;142;34620;63;32751
5940375;5785642;413;28911;159;142;34680;59;32695
5940376;5785642;413;28937;159;144;36254;60;32734
5940377;5785642;419;29297;157;141;36072;58;34322
5940378;5785642;419;29339;153;133;35531;56;33680
5940379;5785642;422;29569;153;135;35686;58;34188
5940380;5785642;427;29864;153;136;35729;54;33490
5940381;5785642;428;29938;153;134;35615;56;33283
5940382;5785642;433;30317;157;141;36988;53;32794
5940383;5785642;436;30522;159;144;37188;57;33094
5940384;5785642;442;30913;165;146;38183;60;34980
5940385;5785642;446;31199;165;146;38217;57;33160
5940386;5785642;447;31309;159;141;36856;55;33993
5940387;5785642;450;31527;157;138;36607;57;34164
5940388;5785642;454;31762;159;143;37014;55;34075
5940389;5785642;457;31991;163;145;38763;55;34289
5940390;5785642;460;32181;159;144;38675;55;34289
5940391;5785642;465;32521;162;147;38891;56;34903
5940392;5785642;468;32732;163;148;43426;55;35043
5940393;5785642;471;32948;162;144;43118;56;35376
5940394;5785642;475;33281;172;147;43361;57;35680
5940395;5785642;477;33419;172;146;43117;59;35144
5940396;5785642;484;33880;176;161;43304;60;35859
5940397;5785642;485;33952;167;145;43105;59;35705
5940398;5785642;487;34065;167;143;42968;60;35658
5940399;5785642;488;34183;167;145;43087;62;35874
5940400;5785642;491;34357;176;160;43430;59;37307
5940401;5785642;493;34527;177;153;43653;60;37540
5940402;5785642;494;34591;177;156;43905;60;36831
5940403;5785642;495;34636;179;161;44218;60;36745
5940404;5785642;498;34873;179;160;48427;57;36366
5940405;5785642;505;35364;183;164;48686;58;36437
5940406;5785642;509;35655;189;168;48978;58;36102
5940407;5785642;523;36590;200;175;49068;57;35879
5940408;5785642;515;36067;191;169;49715;56;36041
5940409;5785642;517;36214;200;170;48725;57;36287
5940410;5785642;546;38188;224;200;50782;57;36391
5940411;5785642;521;36477;200;175;49072;58;36650
5940412;5785642;526;36827;209;180;49422;60;37009
5942070;5785642;549;38430;202;176;59878;67;39987
5942071;5785642;550;38477;202;177;59925;64;39624
5942072;5785642;-1;-1;-1;-1;-1;61;39127
5942073;5785642;532;37255;208;189;52323;59;38521
5942074;5785642;528;36948;206;185;52016;58;38235
5942075;5785642;525;36718;205;182;51786;59;38078
5942076;5785642;523;36588;202;190;58985;58;37772
5942077;5785642;520;36431;201;188;58829;57;37391
5942078;5785642;512;35837;200;179;58235;56;37107
5942079;5785642;509;35604;201;182;58434;56;36883
5942080;5785642;505;35353;201;184;58584;55;36577
5942081;5785642;501;35092;201;188;58823;55;36333
5942082;5785642;499;34904;201;182;48098;54;36071
5942083;5785642;498;34831;201;181;48025;54;36214
5942084;5785642;489;34220;201;180;47962;57;36599
5942085;5785642;485;33955;200;181;49179;51;34382
5942086;5785642;482;33741;200;178;48965;52;34181
5942087;5785642;478;33466;200;182;49260;54;34600
5942088;5785642;480;33598;201;184;49392;49;33196
5942089;5785642;470;32911;200;179;49072;50;33344
5942090;5785642;465;32552;200;178;51861;49;33114
5942091;5785642;463;32431;199;176;51740;51;33444
5942092;5785642;457;31981;195;175;51500;59;33045
5942093;5785642;447;31313;181;165;51072;47;31673
5942094;5785642;443;31028;171;153;40170;49;32097
5942095;5785642;441;30837;170;153;41005;50;31946
5942096;5785642;439;30733;170;151;42876;48;31819
5942097;5785642;439;30731;170;154;49571;54;32777
5942098;5785642;434;30365;166;142;39699;49;30718
5942099;5785642;432;30211;166;139;39492;50;31064
5942100;5785642;431;30176;166;137;39720;51;30882
5942101;5785642;430;30124;162;134;39496;51;30810
5942102;5785642;427;29884;162;137;39742;52;31258
5942103;5785642;423;29612;157;141;40017;53;31377
5942104;5785642;423;29579;159;141;45579;54;31669
5942105;5785642;420;29373;157;143;45322;56;35382
5942106;5785642;425;29719;164;146;45513;55;35513
5942107;5785642;413;28907;170;149;42322;48;32109
5942108;5785642;413;28906;168;147;41335;53;34704
5942109;5785642;412;28851;166;143;40998;51;34320
5942110;5785642;407;28523;157;139;40726;51;34104
5942111;5785642;404;28291;162;141;40866;52;34320
5942112;5785642;403;28222;168;146;41163;52;34632
5942113;5785642;403;28226;170;151;41566;53;34741
5942114;5785642;398;27868;170;152;41635;54;33544
5942115;5785642;395;27674;164;147;43212;53;33271
5942116;5785642;392;27457;157;144;42969;53;33033
5942117;5785642;390;27288;157;141;39233;52;32742
5942118;5785642;389;27244;157;143;42392;52;32513
5942119;5785642;386;27029;159;144;42491;51;32230
5942120;5785642;384;26893;170;152;42223;51;32310
5942121;5785642;382;26723;159;140;41392;51;31973
5942122;5785642;382;26757;159;140;41451;52;31959
5942123;5785642;374;26202;157;142;41576;52;32386
5942124;5785642;375;26259;159;140;41431;53;32760
5942125;5785642;373;26141;157;142;41553;54;33046
5942126;5785642;378;26451;159;144;41731;54;33234
5942127;5785642;371;25996;168;146;36981;57;30073
5942128;5785642;369;25853;168;145;36887;53;29817
5942129;5785642;368;25756;166;144;36791;51;29434
5942130;5785642;365;25552;165;147;34972;50;29124
5942131;5785642;361;25291;161;145;39153;50;28936
5942132;5785642;361;25295;161;140;38607;50;29183
5942133;5785642;358;25092;155;136;38355;50;29021
5942134;5785642;358;25077;155;131;38030;50;28791
5942135;5785642;355;24868;148;130;37952;51;28410
5942136;5785642;353;24700;148;128;33614;48;28365
5942137;5785642;353;24721;148;129;33692;48;28177
5942138;5785642;349;24445;151;132;33934;49;28454
5942139;5785642;348;24340;153;136;34236;50;29972
5942140;5785642;352;24639;156;137;34560;57;30391
5942141;5785642;347;24300;159;139;32698;57;28220
5942142;5785642;343;23987;157;138;32780;53;28000
5942143;5785642;344;24075;153;138;32751;60;28478
5942144;5785642;349;24425;148;130;30343;50;28273
5942145;5785642;347;24288;148;128;30206;51;28147
5942146;5785642;348;24349;148;129;30267;52;26907
5942147;5785642;347;24321;146;130;29370;52;26815
5942148;5785642;347;24257;145;129;29306;52;26437
5942149;5785642;345;24128;135;116;29099;50;26307
5942150;5785642;343;24043;135;115;28618;45;25804
5942151;5785642;343;23986;133;115;29948;45;25344
5942152;5785642;344;24054;132;113;29156;44;25680
5942153;5785642;345;24146;132;111;29045;43;25033
5942154;5785642;344;24108;129;106;28210;42;24635
5942155;5785642;345;24166;128;103;28031;43;24837
5942156;5785642;345;24116;131;110;28468;49;25483
5942157;5785642;345;24135;132;114;28751;47;24975
5942158;5785642;348;24325;137;118;29060;45;24866
5942159;5785642;363;25411;151;132;30027;45;26280
5942160;5785642;360;25197;151;132;30035;47;26497
5942161;5785642;352;24670;145;128;30998;44;25212
5942162;5785642;363;25402;145;127;31197;48;26298
5942163;5785642;361;25257;144;122;30878;45;25949
5942164;5785642;360;25217;144;121;30794;45;25963
5942165;5785642;361;25247;143;124;31931;46;26289
5942166;5785642;362;25370;145;124;32108;47;26651
5942167;5785642;364;25466;145;125;32138;49;27024
5942168;5785642;367;25685;147;129;32853;49;27269
5942169;5785642;370;25883;147;128;32844;48;27525
5942170;5785642;374;26198;153;131;37522;52;27953
5942171;5785642;379;26500;153;135;37825;52;28929
5942172;5785642;382;26733;153;132;33847;52;28674
5942173;5785642;387;27067;153;135;34388;58;29057
5942174;5785642;392;27415;157;140;34736;58;29200
5942175;5785642;395;27670;159;144;34991;54;28926
5942176;5785642;413;28927;176;155;35017;69;32904
5942177;5785642;411;28800;176;160;37737;66;32701
5942178;5785642;407;28458;165;148;34548;64;32568
5942179;5785642;407;28510;170;152;37522;66;32683
5942180;5785642;408;28591;171;153;37603;70;32975
5942181;5785642;411;28801;165;147;35029;69;33147
5942182;5785642;416;29103;165;147;34994;65;32932
5942183;5785642;416;29090;159;145;34858;62;32868
5942184;5785642;420;29392;159;143;36246;62;32897
5942185;5785642;426;29827;157;141;36049;60;34523
5942186;5785642;423;29596;157;137;35814;56;33847
5942187;5785642;425;29744;157;138;35861;57;34101
5942188;5785642;430;30096;157;140;36953;57;33503
5942189;5785642;431;30164;153;136;36659;55;33366
5942190;5785642;433;30337;153;137;36706;56;33021
5942191;5785642;436;30554;159;145;38125;55;33235
5942192;5785642;442;30932;159;142;37905;56;34752
5942193;5785642;447;31296;159;141;37863;56;34424
5942194;5785642;451;31561;159;142;37878;54;33864
5942195;5785642;456;31889;157;139;36960;51;33310
5942196;5785642;457;31976;157;141;37121;53;33652
5942197;5785642;459;32162;157;139;38303;55;34289
5942198;5785642;461;32253;159;143;38577;54;34513
5942199;5785642;466;32621;165;145;43488;56;34896
5942200;5785642;470;32878;165;145;43241;56;35181
5942201;5785642;473;33144;165;145;43194;57;35560
5942202;5785642;476;33351;172;148;43431;59;35848
5942203;5785642;489;34212;176;154;43965;63;37069
5942204;5785642;489;34244;176;159;43605;60;37136
5942205;5785642;488;34137;172;147;43489;62;35976
5942206;5785642;489;34259;167;142;43095;60;35844
5942207;5785642;491;34402;172;147;43425;62;36411
5942208;5785642;495;34625;176;160;43658;63;37799
5942209;5785642;496;34736;176;154;43959;62;37523
5942210;5785642;499;34932;177;159;44655;65;37082
5942211;5785642;501;35072;182;165;47148;59;36961
5942212;5785642;501;35068;183;167;48931;57;36385
5942213;5785642;502;35173;179;161;48489;60;36658
5942214;5785642;520;36379;189;167;48307;58;36745
5942215;5785642;522;36534;200;174;49013;58;36613
5942216;5785642;519;36362;195;170;48535;56;36266
5942217;5785642;521;36444;195;171;48571;58;36546
5942218;5785642;523;36581;204;175;49092;60;36731
5942219;5785642;541;37905;219;196;50499;57;36668
5942220;5785642;527;36869;210;181;49463;58;37010
5942221;5785642;532;37256;212;186;49851;61;37470
5943881;5785642;-1;-1;-1;-1;-1;57;38404
5943882;5785642;530;37112;208;187;52180;60;38664
5943883;5785642;524;36678;205;181;51746;60;38137
5943884;5785642;520;36433;201;188;58831;57;37532
5943885;5785642;517;36162;201;184;58560;56;37354
5943886;5785642;514;35994;195;175;57946;57;37733
5943887;5785642;514;36004;198;178;58143;57;37730
5943888;5785642;509;35623;195;175;48081;57;37422
5943889;5785642;504;35257;201;186;48817;57;36496
5943890;5785642;498;34877;201;181;48070;54;36032
5943891;5785642;493;34495;198;176;47688;55;35779
5943892;5785642;487;34065;200;177;47808;53;35426
5943893;5785642;485;33962;198;176;47704;51;34188
5943894;5785642;479;33543;196;175;48767;51;34036
5943895;5785642;473;33143;200;177;48938;50;33988
5943896;5785642;468;32754;200;177;48915;49;33230
5943897;5785642;463;32411;198;177;51993;48;32769
5943898;5785642;464;32511;200;179;49030;49;33021
5943899;5785642;455;31875;190;170;51457;48;32270
5943900;5785642;451;31580;185;166;51162;54;32671
5943901;5785642;450;31480;181;161;50823;51;32578
5943902;5785642;448;31326;176;158;50556;52;32537
5943903;5785642;444;31067;172;157;50142;52;32371
5943904;5785642;444;31095;170;155;49983;50;32374
5943905;5785642;439;30712;168;147;40047;50;32255
5943906;5785642;437;30595;168;147;43572;51;31184
5943907;5785642;435;30465;162;142;40072;51;32812
5943908;5785642;435;30423;162;142;43242;51;33023
5943909;5785642;433;30324;162;143;43279;54;30968
5943910;5785642;433;30282;157;139;40051;53;31378
5943911;5785642;430;30098;159;141;45768;54;35594
5943912;5785642;426;29830;159;140;45692;52;35310
5943913;5785642;426;29837;157;141;45573;54;35042
5943914;5785642;423;29578;157;136;41460;54;35140
5943915;5785642;420;29378;155;137;44457;50;34326
5943916;5785642;417;29199;157;140;44704;50;34077
5943917;5785642;413;28925;157;140;40774;49;33552
5943918;5785642;409;28659;157;137;40532;51;33913
5943919;5785642;409;28634;157;137;40564;53;34155
5943920;5785642;405;28352;162;141;40851;52;34506
5943921;5785642;404;28284;170;150;41445;52;34788
5943922;5785642;401;28091;165;146;43498;54;33785
5943923;5785642;398;27846;165;147;43506;54;33414
5943924;5785642;396;27707;164;147;43221;54;33292
5943925;5785642;394;27563;164;145;39507;53;33143
5943926;5785642;392;27471;164;146;42620;53;32725
5943927;5785642;389;27226;165;146;41842;51;32400
5943928;5785642;388;27171;172;156;42502;50;32013
5943929;5785642;382;26741;153;135;41074;50;31673
5943930;5785642;383;26838;155;136;41143;51;32372
5943931;5785642;380;26583;159;139;41348;52;32370
5943932;5785642;378;26431;155;135;41071;54;32820
5943933;5785642;377;26401;159;141;41480;53;30548
5943934;5785642;378;26434;161;146;40283;52;30300
5943935;5785642;377;26364;165;149;40450;52;30009
5943936;5785642;374;26178;169;148;39787;52;29784
5943937;5785642;372;26034;161;144;39512;51;29473
5943938;5785642;367;25689;169;148;39322;47;29340
5943939;5785642;367;25666;163;144;38938;47;29104
5943940;5785642;365;25560;156;137;38411;47;29191
5943941;5785642;365;25533;155;133;38160;47;28949
5943942;5785642;364;25468;148;130;37925;47;29072
5943943;5785642;360;25192;148;127;37714;47;28592
5943944;5785642;359;25159;148;129;34501;49;29308
5943945;5785642;358;25094;153;133;34823;47;28832
5943946;5785642;353;24714;155;135;34139;47;29076
5943947;5785642;352;24619;156;137;34539;48;29526
5943948;5785642;353;24714;159;142;34610;50;29371
5943949;5785642;349;24451;159;143;32970;49;29458
5943950;5785642;346;24239;157;142;33033;57;28230
5943951;5785642;347;24306;153;137;32151;56;27714
5943952;5785642;352;24621;153;133;30539;51;27430
5943953;5785642;355;24829;148;129;31635;50;27086
5943954;5785642;350;24535;145;130;31034;50;26865
5943955;5785642;351;24601;144;129;30990;48;26531
5943956;5785642;350;24493;144;127;30449;47;26202
5943957;5785642;348;24347;145;125;33412;47;25939
5943958;5785642;347;24290;138;118;29489;47;25941
5943959;5785642;347;24300;134;115;29935;44;25344
5943960;5785642;348;24353;131;110;28921;43;25397
5943961;5785642;349;24407;129;106;28670;43;25097
5943962;5785642;348;24362;129;105;28605;41;24247
5943963;5785642;349;24396;129;107;28250;44;25004
5943964;5785642;348;24365;132;113;28717;50;25248
5943965;5785642;349;24441;132;115;28819;49;25779
5943966;5785642;350;24513;139;119;29129;45;26086
5943967;5785642;361;25278;147;130;29894;45;26034
5943968;5785642;360;25209;145;127;30962;46;26405
5943969;5785642;357;24964;147;129;31124;45;25495
5943970;5785642;365;25565;145;125;31378;47;26352
5943971;5785642;364;25480;143;124;31252;46;26287
5943972;5785642;363;25429;143;120;30992;46;26172
5943973;5785642;365;25546;143;123;31835;47;26592
5943974;5785642;370;25904;145;128;32377;50;27137
5943975;5785642;368;25782;145;126;32255;49;27183
5943976;5785642;371;25975;148;123;31565;50;27330
5943977;5785642;372;26048;148;125;31651;50;27731
5943978;5785642;376;26339;148;128;31968;52;28172
5943979;5785642;379;26531;153;136;37856;53;28470
5943980;5785642;384;26852;153;136;34144;54;29158
5943981;5785642;387;27111;157;138;34254;60;29234
5943982;5785642;392;27446;157;140;34766;52;28696
5943983;5785642;396;27730;159;144;35050;53;28908
5943984;5785642;406;28395;173;154;35715;62;32431
5943985;5785642;-1;-1;-1;-1;-1;68;32865
5943988;5785642;418;29271;176;158;37139;70;37689
5943989;5785642;416;29122;176;159;38154;73;37891
5943990;5785642;417;29188;170;153;38111;65;37407
5943991;5785642;421;29454;165;148;36409;65;37470
5943992;5785642;420;29432;159;144;36167;60;37128
5943993;5785642;425;29778;159;140;35602;58;34372
5943994;5785642;427;29884;157;141;36089;57;36518
5943995;5785642;429;30021;157;138;36794;56;36365
5943996;5785642;433;30343;153;134;36532;56;36112
5943997;5785642;434;30382;153;132;36389;55;33571
5943998;5785642;436;30487;153;134;36514;59;33956
5943999;5785642;449;31400;159;142;37085;55;33494
5944000;5785642;445;31134;157;140;37731;57;34647
5944001;5785642;448;31390;157;139;37692;54;34294
5944002;5785642;451;31598;157;138;37608;56;33887
5944003;5785642;458;32044;157;141;37808;52;33621
5944004;5785642;462;32329;159;142;38548;54;33804
5944005;5785642;462;32365;159;142;38507;55;34506
5944006;5785642;466;32597;159;146;43795;55;34457
5944007;5785642;466;32618;167;148;43925;58;34902
5944008;5785642;470;32905;174;149;43751;56;35204
5944009;5785642;474;33178;176;150;43543;61;35707
5944010;5785642;480;33612;176;152;43692;60;35860
5944011;5785642;493;34490;176;159;44263;60;36918
5944012;5785642;494;34586;176;154;44302;60;36904
5944013;5785642;491;34382;172;147;43789;60;37030
5944014;5785642;492;34457;167;143;43543;60;36084
5944015;5785642;495;34655;172;146;43740;60;37561
5944016;5785642;497;34786;176;160;44016;61;37998
5944017;5785642;500;35005;174;155;44880;62;37726
5944018;5785642;502;35156;176;158;45032;63;38194
5944019;5785642;503;35243;177;159;45154;59;37092
5944020;5785642;512;35828;179;161;46852;60;37218
5944021;5785642;508;35573;183;162;47931;60;36980
5944022;5785642;510;35673;179;160;47804;59;36971
5944023;5785642;514;35993;183;162;47921;58;36965
5944024;5785642;517;36216;183;165;48143;58;36712
5944025;5785642;521;36454;189;168;48363;59;36827
5944026;5785642;529;36999;200;175;47738;60;37281
5944027;5785642;539;37715;219;193;50309;60;37306
5944028;5785642;530;37099;210;184;49693;59;37167
5944029;5785642;534;37399;212;188;49994;62;37536
5945687;5785642;534;37388;195;168;58207;57;38171
5945688;5785642;531;37147;195;169;58310;57;37943
5945689;5785642;527;36904;194;172;58470;56;37704
5945690;5785642;524;36681;194;169;57535;57;37510
5945691;5785642;522;36545;190;167;57399;56;37230
5945692;5785642;517;36170;190;171;57651;56;37458
5945693;5785642;519;36328;195;175;57961;57;37788
5945694;5785642;513;35904;195;172;47866;56;37175
5945695;5785642;515;36047;195;174;47981;57;37104
5945696;5785642;505;35356;191;171;48708;57;35790
5945697;5785642;503;35224;185;169;48576;54;35803
5945698;5785642;488;34133;190;171;48686;54;35390
5945699;5785642;484;33896;198;176;47738;52;34297
5945700;5785642;474;33206;194;171;48518;50;33797
5945701;5785642;474;33174;194;173;48635;50;33860
5945702;5785642;467;32672;194;173;48630;48;33034
5945703;5785642;465;32537;194;172;48554;52;33090
5945704;5785642;461;32257;195;175;51838;50;32667
5945705;5785642;458;32068;186;167;52233;61;33144
5945706;5785642;457;32003;181;162;50872;57;32899
5945707;5785642;454;31766;176;159;50636;51;32806
5945708;5785642;449;31399;176;158;50615;51;32900
5945709;5785642;446;31239;170;152;41314;51;32508
5945710;5785642;444;31108;170;156;50092;53;32706
5945711;5785642;442;30975;170;151;43870;51;32534
5945712;5785642;447;31259;168;145;40634;50;32565
5945713;5785642;441;30854;162;142;40328;53;32793
5945714;5785642;440;30794;157;139;40187;51;33092
5945715;5785642;438;30627;162;137;39917;53;31335
5945716;5785642;435;30423;157;140;40153;55;36215
5945717;5785642;431;30189;157;141;45713;55;35607
5945718;5785642;430;30102;161;140;45653;55;35414
5945719;5785642;428;29967;157;142;45258;52;34981
5945720;5785642;426;29825;157;140;45101;51;34760
5945721;5785642;425;29717;161;141;44793;51;34666
5945722;5785642;420;29366;159;142;44828;51;34678
5945723;5785642;416;29085;157;145;45060;51;34919
5945724;5785642;415;29021;162;142;40912;51;34263
5945725;5785642;412;28816;162;142;40886;52;34344
5945726;5785642;410;28697;168;145;41121;55;34647
5945727;5785642;407;28508;168;148;41333;52;34775
5945728;5785642;406;28437;165;148;43812;54;33942
5945729;5785642;403;28219;172;157;49168;55;33934
5945730;5785642;399;27950;170;150;39894;54;33506
5945731;5785642;399;27917;170;150;39862;53;33179
5945732;5785642;395;27624;170;158;42606;52;32833
5945733;5785642;393;27516;170;153;40075;50;32137
5945734;5785642;391;27403;173;159;42733;50;32116
5945735;5785642;394;27601;161;137;41238;49;31983
5945736;5785642;386;27053;155;132;40840;49;31717
5945737;5785642;384;26887;148;130;40693;52;32161
5945738;5785642;382;26757;155;134;40967;54;32528
5945739;5785642;391;27347;163;142;41525;49;31019
5945740;5785642;397;27815;173;154;40455;48;30710
5945741;5785642;396;27726;173;152;40366;52;31491
5945742;5785642;382;26768;173;152;40165;48;30211
5945743;5785642;377;26385;173;155;40360;51;31088
5945744;5785642;375;26238;161;147;38809;52;30733
5945745;5785642;371;25942;163;142;38793;54;30988
5945746;5785642;369;25804;161;144;38437;50;29698
5945747;5785642;367;25719;155;137;38403;50;29392
5945748;5785642;366;25641;153;132;38098;48;29085
5945749;5785642;364;25450;148;125;34231;50;28863
5945750;5785642;362;25341;148;127;34428;48;29064
5945751;5785642;364;25459;153;132;34771;48;29335
5945752;5785642;358;25054;155;137;35092;50;29735
5945753;5785642;359;25129;161;141;35381;50;30219
5945754;5785642;359;25104;164;143;35547;49;30353
5945755;5785642;362;25370;163;147;35813;48;29424
5945756;5785642;373;26097;159;144;33860;50;29781
5945757;5785642;355;24827;153;133;31899;48;29885
5945758;5785642;356;24917;147;130;31699;51;27376
5945759;5785642;355;24870;148;129;31578;51;27297
5945760;5785642;354;24771;145;128;31072;49;27055
5945761;5785642;357;24994;145;124;30781;49;26457
5945762;5785642;356;24934;145;125;33265;47;26051
5945763;5785642;352;24647;145;122;29792;46;25838
5945764;5785642;352;24671;135;118;29513;45;25563
5945765;5785642;351;24570;132;115;29270;44;25302
5945766;5785642;352;24612;132;111;29012;44;25130
5945767;5785642;353;24736;129;108;28769;45;25663
5945768;5785642;354;24762;129;107;28713;43;24692
5945769;5785642;356;24885;129;108;28836;43;24803
5945770;5785642;352;24625;132;113;29164;48;25149
5945771;5785642;354;24760;139;117;29430;47;25640
5945772;5785642;356;24892;137;117;29782;45;25550
5945773;5785642;358;25042;145;123;32114;48;26492
5945774;5785642;361;25238;145;127;30967;45;25783
5945775;5785642;360;25223;153;133;31383;45;25728
5945776;5785642;368;25765;143;124;31249;46;27180
5945777;5785642;368;25764;142;120;30978;46;26898
5945778;5785642;366;25637;143;121;31030;47;26412
5945779;5785642;372;26006;145;127;31814;47;26659
5945780;5785642;372;26035;147;128;31908;50;27066
5945781;5785642;372;26021;148;130;32494;49;27655
5945782;5785642;372;26066;148;123;31503;49;27480
5945783;5785642;375;26264;148;130;36868;50;27763
5945784;5785642;379;26555;148;127;31906;53;28288
5945785;5785642;386;27007;155;137;32622;53;28571
5945786;5785642;384;26883;153;137;33566;56;28981
5945788;5785642;396;27725;159;144;35045;56;28871
5945789;5785642;398;27833;165;146;35154;53;28908
5945790;5785642;402;28154;172;151;35475;62;32431
5945791;5785642;406;28411;173;154;35732;62;32390
5945792;5785642;-1;-1;-1;-1;-1;69;32898
5945794;5785642;421;29502;176;159;37157;71;37760
5945795;5785642;422;29524;176;155;36889;67;37469
5945796;5785642;421;29479;173;158;42757;63;37190
5945797;5785642;422;29570;167;147;36372;60;37129
5945798;5785642;424;29680;161;142;35991;58;36968
5945799;5785642;427;29856;161;142;36013;59;36875
5945800;5785642;430;30117;157;142;37051;59;36431
5945801;5785642;433;30345;159;142;37073;56;36399
5945802;5785642;435;30460;153;134;36480;55;35785
5945803;5785642;437;30586;148;129;36186;55;33791
5945804;5785642;443;30998;153;135;36596;59;34951
5945805;5785642;446;31189;157;139;36884;55;33644
5945806;5785642;445;31182;157;138;37604;54;34388
5945807;5785642;448;31378;153;133;37308;54;34112
5945808;5785642;453;31693;153;135;37382;53;34005
5945809;5785642;458;32084;157;139;37724;56;34385
5945810;5785642;462;32372;159;144;38049;54;33959
5945811;5785642;466;32637;170;150;44465;57;34193
5945812;5785642;469;32802;165;149;44171;55;34576
5945813;5785642;471;32999;174;154;42076;57;34959
5945814;5785642;473;33145;176;154;44067;60;35477
5945815;5785642;475;33277;176;153;43789;61;35697
5945816;5785642;492;34432;176;152;40843;63;36467
5945817;5785642;494;34555;176;158;44134;61;36592
5945818;5785642;496;34731;176;152;44332;59;36727
5945819;5785642;496;34712;172;148;44030;60;37192
5945820;5785642;497;34823;172;145;43850;60;37237
5945821;5785642;499;34917;172;147;43779;62;37603
5945822;5785642;500;35033;168;147;44301;62;37684
5945823;5785642;504;35247;176;152;44627;61;38039
5945824;5785642;505;35359;176;153;44741;62;38085
5945825;5785642;510;35666;176;160;46822;59;37496
5945826;5785642;507;35485;177;156;46517;59;37301
5945827;5785642;511;35771;177;158;46643;63;37217
5945828;5785642;511;35774;179;158;47696;59;37095
5945829;5785642;514;35970;179;160;47533;59;37480
5945830;5785642;518;36248;183;163;47795;60;37741
5945831;5785642;523;36613;189;167;48027;61;38183
5945832;5785642;526;36815;200;172;47554;60;37258
5945833;5785642;530;37113;204;176;47852;62;37751
5945834;5785642;535;37418;212;189;50012;60;37367
5947492;5785642;535;37419;195;169;58276;58;38186
5947493;5785642;530;37115;195;170;58361;57;37990
5947494;5785642;527;36863;194;172;57717;56;37660
5947495;5785642;522;36553;190;167;57406;55;37375
5947496;5785642;519;36300;185;164;57154;55;37134
5947497;5785642;515;36061;185;166;57298;56;37208
5947498;5785642;514;35978;185;166;49305;56;36995
5947499;5785642;510;35718;185;170;49070;55;36909
5947500;5785642;511;35766;190;171;49118;56;35791
5947501;5785642;502;35144;185;168;48496;57;35814
5947502;5785642;500;34969;185;165;48321;53;35329
5947503;5785642;492;34465;185;167;48454;54;35126
5947504;5785642;478;33492;200;178;48961;50;33881
5947505;5785642;474;33215;196;174;48684;49;33605
5947506;5785642;472;33070;185;166;48170;49;33461
5947507;5785642;471;32960;185;167;48200;50;33361
5947508;5785642;470;32886;194;168;48324;53;33379
5947509;5785642;467;32663;190;171;52847;64;35703
5947510;5785642;460;32200;181;163;51961;64;33368
5947511;5785642;460;32195;181;165;51065;55;33593
5947512;5785642;455;31859;174;155;50825;53;33231
5947513;5785642;452;31628;176;156;50477;52;32866
5947514;5785642;449;31431;175;159;50327;53;33143
5947515;5785642;448;31367;173;160;48054;53;32989
5947516;5785642;453;31691;171;151;41066;54;33845
5947517;5785642;449;31453;168;148;40828;53;33773
5947518;5785642;445;31126;164;146;47088;53;33312
5947519;5785642;446;31222;164;145;40525;53;33752
5947520;5785642;441;30859;157;140;40190;53;31590
5947521;5785642;436;30544;157;141;46137;55;31889
5947522;5785642;435;30434;159;141;45958;54;35782
5947523;5785642;435;30428;161;144;46165;54;35773
5947524;5785642;432;30272;164;147;46153;52;35441
5947525;5785642;430;30101;159;144;45377;54;35216
5947526;5785642;427;29886;165;147;45619;51;35032
5947527;5785642;422;29531;165;146;45102;51;34929
5947528;5785642;419;29329;164;147;45194;53;35341
5947529;5785642;420;29414;168;147;41287;49;33994
5947530;5785642;414;28976;168;146;41169;53;34604
5947531;5785642;412;28862;168;148;41320;53;34785
5947532;5785642;409;28604;170;153;48599;55;35191
5947533;5785642;408;28552;173;158;48902;56;35460
5947534;5785642;406;28435;173;158;48952;55;33824
5947535;5785642;404;28303;173;159;43804;55;33586
5947536;5785642;401;28105;170;152;40049;50;34919
5947537;5785642;402;28127;173;148;42002;50;32797
5947538;5785642;398;27885;163;144;41726;52;32813
5947539;5785642;399;27922;164;141;41519;51;32432
5947540;5785642;395;27617;156;137;41215;50;32243
5947541;5785642;391;27381;155;134;40966;50;31985
5947542;5785642;388;27160;155;133;40903;51;32025
5947543;5785642;387;27071;155;136;41113;51;32284
5947544;5785642;389;27205;161;140;41383;52;31566
5947545;5785642;392;27407;161;145;39872;51;31283
5947546;5785642;392;27436;165;148;40076;51;31161
5947547;5785642;385;26975;173;149;39922;56;31369
5947548;5785642;381;26649;169;150;39005;51;30782
5947549;5785642;379;26508;161;148;38864;51;30622
5947550;5785642;374;26165;159;142;38471;49;30233
5947551;5785642;373;26081;155;136;35602;50;29509
5947552;5785642;371;25954;155;134;35462;50;29516
5947553;5785642;371;25941;153;132;34730;49;29070
5947554;5785642;366;25633;148;127;34394;48;28767
5947555;5785642;369;25849;153;131;34672;48;28915
5947556;5785642;365;25575;155;135;34931;49;29493
5947557;5785642;362;25308;155;137;35074;51;29896
5947559;5785642;365;25562;171;158;38011;53;30789
5947560;5785642;365;25537;165;147;36683;50;30725
5947561;5785642;367;25718;159;143;33796;53;30981
5947562;5785642;372;26009;157;143;36408;48;30447
5947563;5785642;359;25118;153;133;31893;47;27483
